"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"1",-0.684855612651104,-3.50249687805672,-2.00268807610369,-1.88299224131072,-0.947046874773525,-0.179218650838811,-0.0314408761394399,-0.0556660509299229
"2",0.315584569245665,0.694373545647198,0.363388705745994,-0.0488822129728057,0.0177550083953416,-0.164754957837972,-0.128991113065405,-0.10644563392988
"3",0.418351091084219,-0.450936172121119,-1.36582875853951,1.14128467424245,0.604521654739706,0.216643841423841,-0.021512713428727,-0.0417079348944123
"4",-0.328595918583809,0.697689967577431,0.486931748875791,-0.253756808330571,-0.11309941869828,0.534896653918913,0.23772802264104,0.0690845309231516
"5",-0.0689049093741836,-0.547620702844686,2.22070516654445,0.491299259356589,0.0316802948974747,0.21414223363095,-0.176013833793657,-0.12598924483808
"6",-1.5051670893753,-0.194019004443589,0.845828182188153,-0.365932212167957,-0.842243682202071,0.384744362962636,-0.223045469934234,0.43621884027295
"7",1.09942273786911,0.796805226322798,0.156311167825076,-0.495135197083887,0.109033690796191,-0.075695446207789,-0.0597509966066704,0.0661708286038496
"8",0.83814775264988,0.230460361684184,-0.300104882877669,-0.281872834022949,0.548064434097901,0.127585759629145,0.226728931608979,0.0234462814720653
"9",0.448755608318715,0.8868574187454,-0.340212247857534,1.051102500059,-0.669603303171509,-0.191895122488321,-0.0350531629476385,-0.000459854066627671
"10",-0.178485335527941,0.422689720650013,0.342394264043052,-0.564574775040043,-0.386011034418857,0.342149520081798,0.41690881331206,-0.180247931636704
"11",-0.0296900604431888,-0.225183838299626,-0.964343784989323,0.375201594414347,-0.934522512761039,-0.236637272101219,0.011387182899587,0.0411852578967978
"12",1.04165932192576,0.724390134369159,0.237132171550022,-0.349661651511201,0.0745403180756476,-0.132229912490482,-0.120722957559172,-0.0666888580323847
"13",0.952268052778752,0.552832947519015,0.490046966132151,-0.283038459376563,0.106648362366018,-0.163190363567268,-0.120341607706408,-0.075372649095903
"14",0.732007815829125,-0.0295252094735049,-0.277314944766863,0.010683524721751,0.113699542382424,-0.0017807332991392,-0.0673983177280142,0.00524137563485891
"15",-0.464090615451166,-0.18365948541637,-0.0746878057225959,-0.655487470289937,-0.38623919622953,0.549250917790069,-0.0192252512197857,-0.0665089910711512
"16",0.851304370518734,0.668181419060558,0.277952749816573,-0.00989892223879245,-0.0961096275063505,-0.131844167985124,-0.0499275907967162,0.0378280856824653
